Index; Text; Cause; Effect; Offset_Sentence2; Offset_Sentence3; Cause_Start; Cause_End; Effect_Start; Effect_End; Sentence
0112.00026;This should not be going on in America, not for a veteran, not for any person in this country, and it is beyond comprehension that under the current healthcare system, somewhere like a half a million people go bankrupt every year because of medical bills, Sanders told CNN.;medical bills, Sanders told CNN.;This should not be going on in America, not for a veteran, not for any person in this country, and it is beyond comprehension that under the current healthcare system, somewhere like a half a million people go bankrupt every year;;;241.0;273.0;0.0;229.0;<e2>This should not be going on in America, not for a veteran, not for any person in this country, and it is beyond comprehension that under the current healthcare system, somewhere like a half a million people go bankrupt every year</e2> because of <e1>medical bills, Sanders told CNN.</e1>
0565.00015.1; Finally, ValuEngine lowered shares of Travelers Companies from a buy rating to a hold rating in a research report on Thursday, August 1st. Two equities research analysts have rated the stock with a sell rating, ten have issued a hold rating and two have assigned a buy rating to the company's stock. The stock presently has a consensus rating of Hold and an average price target of $148.78.; Finally, ValuEngine lowered shares of Travelers Companies from a buy rating to a hold rating in a research report on Thursday, August 1st.; The stock presently has a consensus rating of Hold and an average price target of $148.78.; 138; 299;0.0;138.0;300.0;390.0; <e1>Finally, ValuEngine lowered shares of Travelers Companies from a buy rating to a hold rating in a research report on Thursday, August 1st.</e1> Two equities research analysts have rated the stock with a sell rating, ten have issued a hold rating and two have assigned a buy rating to the company's stock. <e2>The stock presently has a consensus rating of Hold and an average price target of $148.78.</e2>
0393.00009; - - Sell Ratings - Hold Ratings - Buy Ratings - Strong Buy Ratings - Rating Score  - J.Jill - 0 - 4 - 1 - 0 - 2.20  - Apex Global Brands - 0 - 0 - 0 - 0 - N/A  J.Jill presently has a consensus price target of $4.14, suggesting a potential upside of 115.42%.; J.Jill presently has a consensus price target of $4.14; a potential upside of 115.42%.; ; ;160.0;214.0;227.0;257.0; - - Sell Ratings - Hold Ratings - Buy Ratings - Strong Buy Ratings - Rating Score  - J.Jill - 0 - 4 - 1 - 0 - 2.20  - Apex Global Brands - 0 - 0 - 0 - 0 - N/A  <e1>J.Jill presently has a consensus price target of $4.14</e1>, suggesting <e2>a potential upside of 115.42%.</e2>
0105.00012;In fact, in the event of a total loss, the customer will be reimbursed $10 million, forced to accept a $90 million loss.;In fact, in the event of a total loss;the customer will be reimbursed $10 million, forced to accept a $90 million loss.;;;0.0;37.0;39.0;120.0;<e1>In fact, in the event of a total loss</e1>, <e2>the customer will be reimbursed $10 million, forced to accept a $90 million loss.</e2>
0071.00027; The Ministry of Finance accepted an offer from Al-Cardinal's reported partner in the deal, Arop Trading and Investment Company Ltd, which inflated the cost of 200 Hiluxes and 100 Land Cruisers by approximately $24,000 and $40,000 a unit, respectively. Eight months later, Al-Cardinal purchased a £1,150,000 London property in cash (equivalent to £1,600,000 in 2018, or approximately $1,957,258), said The Sentry report.; The Ministry of Finance accepted an offer from Al-Cardinal's reported partner in the deal, Arop Trading and Investment Company Ltd, which inflated the cost of 200 Hiluxes and 100 Land Cruisers by approximately $24,000 and $40,000 a unit, respectively.; Eight months later, Al-Cardinal purchased a £1,150,000 London property in cash (equivalent to £1,600,000 in 2018, or approximately $1,957,258), said The Sentry report.; 251; ;0.0;251.0;252.0;419.0; <e1>The Ministry of Finance accepted an offer from Al-Cardinal's reported partner in the deal, Arop Trading and Investment Company Ltd, which inflated the cost of 200 Hiluxes and 100 Land Cruisers by approximately $24,000 and $40,000 a unit, respectively.</e1> <e2>Eight months later, Al-Cardinal purchased a £1,150,000 London property in cash (equivalent to £1,600,000 in 2018, or approximately $1,957,258), said The Sentry report.</e2>
0099.00004; Lastly, there are the 85,000 retail shareholders, some of whom live close to the mine site in North Yorkshire and had invested in a bid to boost the fortunes of the local economy.; boost the fortunes of the local economy.; Lastly, there are the 85,000 retail shareholders, some of whom live close to the mine site in North Yorkshire and had invested in a bid; ; ;139.0;179.0;0.0;135.0; <e2>Lastly, there are the 85,000 retail shareholders, some of whom live close to the mine site in North Yorkshire and had invested in a bid</e2> to <e1>boost the fortunes of the local economy.</e1>
0573.00006; Ventas stock traded up $0.42 during mid-day trading on Monday, reaching $72.63. 1,648,346 shares of the company traded hands, compared to its average volume of 2,125,691.; Ventas stock traded up $0.42 during mid-day trading on Monday; reaching $72.63.; ; ;0.0;61.0;63.0;79.0; <e1>Ventas stock traded up $0.42 during mid-day trading on Monday</e1>, <e2>reaching $72.63.</e2> 1,648,346 shares of the company traded hands, compared to its average volume of 2,125,691.
0170.00019; On 4/17/19 the company reported strong revenue and EBITDA growth as follows:  Fourth Quarter 2018: 118% Year-Over-Year Revenue Growth  Fiscal 2018: 95% Revenue Year-Over-Year Growth Adjusted EBITDA up 53% Strategic Investments Position MariMed for Dynamic Growth in Cannabis and Hemp  Source: Company press release  Despite these impressive results, the stock drifted ~15% lower and traded at $3.15 when MRMD reported strong 1st quarter results on 5/13/19 :  Revenues grew 69% to $3.5 million, compared to $2.1 million for the first quarter of 2018.; On 4/17/19 the company reported strong revenue and EBITDA growth as follows:  Fourth Quarter 2018: 118% Year-Over-Year Revenue Growth  Fiscal 2018: 95% Revenue Year-Over-Year Growth Adjusted EBITDA up 53% Strategic Investments Position MariMed for Dynamic Growth in Cannabis and Hemp  Source: Company press release  Despite these impressive results, the stock drifted ~15% lower and traded at $3.15 when MRMD reported strong 1st quarter results on 5/13/19; Revenues grew 69% to $3.5 million, compared to $2.1 million for the first quarter of 2018.; ; ;0.0;455.0;459.0;549.0; <e1>On 4/17/19 the company reported strong revenue and EBITDA growth as follows:  Fourth Quarter 2018: 118% Year-Over-Year Revenue Growth  Fiscal 2018: 95% Revenue Year-Over-Year Growth Adjusted EBITDA up 53% Strategic Investments Position MariMed for Dynamic Growth in Cannabis and Hemp  Source: Company press release  Despite these impressive results, the stock drifted ~15% lower and traded at $3.15 when MRMD reported strong 1st quarter results on 5/13/19</e1> :  <e2>Revenues grew 69% to $3.5 million, compared to $2.1 million for the first quarter of 2018.</e2>
0059.00002; PUYI INC/ADR had issued 4,292,276 shares in its initial public offering on March 29th. The total size of the offering was $25,753,656 based on an initial share price of $6.00.; PUYI INC/ADR had issued 4,292,276 shares in its initial public offering on March 29th.; The total size of the offering was $25,753,656 based on an initial share price of $6.00.; 86; ;0.0;86.0;87.0;175.0; <e1>PUYI INC/ADR had issued 4,292,276 shares in its initial public offering on March 29th.</e1> <e2>The total size of the offering was $25,753,656 based on an initial share price of $6.00.</e2>
0190.00001; The group, which has around 600 stores across the UK, has also come under pressure from fierce online competition. PTI @moneycontrolcom  Iconic British travel firm Thomas Cook has failed to find further private investment to stave off collapse and is now relying on an unlikely government bailout, a source close the matter told AFP on September 21. The operator had said on September 20 that it needed 200 million pounds ($ 250 million) -- in addition to the 900-million pound rescue deal secured last month -- or else face administration, which could potentially trigger Britain's largest repatriation since World War II.; The group, which has around 600 stores across the UK, has also come under pressure from fierce online competition.; The operator had said on September 20 that it needed 200 million pounds ($ 250 million) -- in addition to the 900-million pound rescue deal secured last month -- or else face administration, which could potentially trigger Britain's largest repatriation since World War II.; 114; 349;0.0;114.0;350.0;623.0; <e1>The group, which has around 600 stores across the UK, has also come under pressure from fierce online competition.</e1> PTI @moneycontrolcom  Iconic British travel firm Thomas Cook has failed to find further private investment to stave off collapse and is now relying on an unlikely government bailout, a source close the matter told AFP on September 21. <e2>The operator had said on September 20 that it needed 200 million pounds ($ 250 million) -- in addition to the 900-million pound rescue deal secured last month -- or else face administration, which could potentially trigger Britain's largest repatriation since World War II.</e2>
0042.00197;As part of the annual Museum Day, 28 museums and cultural institutions in the state will offer free admission Saturday.;As part of the annual Museum Day;28 museums and cultural institutions in the state will offer free admission Saturday.;;;0.0;32.0;34.0;119.0;<e1>As part of the annual Museum Day</e1>, <e2>28 museums and cultural institutions in the state will offer free admission Saturday.</e2>
